load,displacement,branch_id,branch_kind,plaxis_step
27.230058725433402,0.00362952095586686,2,loading,40
27.901258342269422,0.00379737254464344,2,loading,41
28.226247573280812,0.00388135377736904,2,loading,42
28.87238740250793,0.00404985330647269,2,loading,43
29.18725151484779,0.0041344373806216,2,loading,44
29.49512752213535,0.00421907918871057,2,loading,45
29.801629052923072,0.00430328614536216,2,loading,46
30.107970167857026,0.00438780580774733,2,loading,47
30.41209009202051,0.00447247729524927,2,loading,48
30.71309668353615,0.00455748999383821,2,loading,49
31.30478233163613,0.00472842948292781,2,loading,50
31.88666593386402,0.00490013503277051,2,loading,51
32.4606246931452,0.00507263622387548,2,loading,52
33.02465626696091,0.0052463630839724,2,loading,53
33.57902956613729,0.00542102125969026,2,loading,54
34.12743191724863,0.00559659890135821,2,loading,55
34.666908586004894,0.00577333010272821,2,loading,56
35.20017319976908,0.00595131344121947,2,loading,57
35.734495031134,0.00613086201804446,2,loading,58
36.26542838329759,0.00631295045594743,2,loading,59
36.79250701134666,0.00649705639474884,2,loading,60
37.055923132934424,0.00659162222551792,2,loading,61
37.58097303935368,0.00678195666537716,2,loading,62
38.09707434795063,0.00697314058330882,2,loading,63
38.6042238500173,0.00716510173679571,2,loading,64
38.85071434892096,0.00726180644307335,2,loading,65
39.33698900718538,0.00745581956220127,2,loading,66
39.57832549275755,0.0075519699418614,2,loading,67
40.05150550726904,0.00774275732275663,2,loading,68
40.27670649439478,0.007837429661597,2,loading,69
40.511368631173255,0.00793188190434126,2,loading,70
40.74596786949182,0.00802645679074998,2,loading,71
41.187726638223026,0.00821325303235397,2,loading,72
41.637932683207325,0.0084013748373299,2,loading,73
42.07480166609482,0.00858902185845799,2,loading,74
42.51139318271273,0.0087767864963489,2,loading,75
42.726587069878775,0.00887114009179342,2,loading,76
43.15529450876845,0.00906019017686663,2,loading,77
43.37251975730814,0.00915537773628314,2,loading,78
43.584997236825565,0.00925063077518142,2,loading,79
44.00770889408812,0.00944202978904956,2,loading,80
44.2132036758314,0.00953858920022858,2,loading,81
44.42078453039943,0.0096355806332,2,loading,82
44.839939974323656,0.00983062973049087,2,loading,83
45.05776606237315,0.00992923405855015,2,loading,84
45.260535916600325,0.0100274048232531,2,loading,85
45.67411562571481,0.0102249062830039,2,loading,86
45.87678932635525,0.0103240957221231,2,loading,87
46.28052281609123,0.0105228382581463,2,loading,88
46.673600697119255,0.0107213597889797,2,loading,89
46.87228356466754,0.0108213052463921,2,loading,90
47.26775263434295,0.0110231766398902,2,loading,91
47.46952002722533,0.0111248388398992,2,loading,92
47.862339510278574,0.0113282126341516,2,loading,93
48.2416674376208,0.0115307211295048,2,loading,94
48.61784602209206,0.0117329010878109,2,loading,95
48.99572535675142,0.0119360352933824,2,loading,96
49.37210605167093,0.0121400738661192,2,loading,97
49.55892966734082,0.0122427842475329,2,loading,98
49.93178204681081,0.0124490977368053,2,loading,99
50.30605285790743,0.0126570571858062,2,loading,100
50.67817843205387,0.0128664659325579,2,loading,101
51.0398313644118,0.0130757760901264,2,loading,102
51.404977753028206,0.0132870554197558,2,loading,103
51.750484277614014,0.0134976912154179,2,loading,104
52.34294146772586,0.0138511129871432,2,loading,105
52.92061462643699,0.0142051562343331,2,loading,106
53.2,0.0143812750456182,2,loading,107
2.9189312809368695,0.0141756830483443,3,loading,0
8.605572404221201,0.0137640520610192,3,loading,1
13.610889658400929,0.0133696548829214,3,loading,2
18.046754373130153,0.0129836460385202,3,loading,3
21.741090890525445,0.0126134022902037,3,loading,4
24.803124763689144,0.012265413091294,3,loading,5
27.448402530426048,0.0119383045614444,3,loading,6
29.572993725425402,0.0116524798373218,3,loading,7
31.271921126030936,0.011411386603122,3,loading,8
32.73467514740933,0.011196038121972,3,loading,9
34.09893490117174,0.010990488647597,3,loading,10
35.420067226468795,0.0107825773332423,3,loading,11
36.71470764318697,0.010567045595928,3,loading,12
37.35634111454547,0.0104555408705115,3,loading,13
38.61158849250303,0.0102314902778564,3,loading,14
39.20215902159969,0.0101222490246499,3,loading,15
40.38571486436945,0.00990174515276384,3,loading,16
41.56281913624395,0.00967735543983666,3,loading,17
42.72380850570192,0.00945013895655808,3,loading,18
44.9945757089131,0.00898284770320772,3,loading,19
46.0935030125828,0.00874047991622809,3,loading,20
48.224094066179894,0.00825212426697355,3,loading,21
50.27301538597637,0.00775757616306649,3,loading,22
52.28416732597808,0.00724867877706412,3,loading,23
53.2,0.00700728994478485,3,loading,24
